icd10_code,description,snomed_concept_id,snomed_concept_name
K63.9,"Disease of intestine, unspecified",44054006,Diabetes mellitus type 2 (disorder)
E11.51,Type 2 diabetes mellitus with diabetic peripheral angiopathy without gangrene,44054006,Diabetes mellitus type 2 (disorder)
I70.0,Atherosclerosis of aorta,44054006,Diabetes mellitus type 2 (disorder)
E11,Type 2 diabetes mellitus,44054006,Diabetes mellitus type 2 (disorder)
E11.354,Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment,44054006,Diabetes mellitus type 2 (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,44054006,Diabetes mellitus type 2 (disorder)
Z79.4,Long term (current) use of insulin,44054006,Diabetes mellitus type 2 (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,44054006,Diabetes mellitus type 2 (disorder)
Z79.4,Long term (current) use of insulin,44054006,Diabetes mellitus type 2 (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,44054006,Diabetes mellitus type 2 (disorder)
Z79.4,Long term (current) use of insulin,44054006,Diabetes mellitus type 2 (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,44054006,Diabetes mellitus type 2 (disorder)
Z79.4,Long term (current) use of insulin,44054006,Diabetes mellitus type 2 (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,44054006,Diabetes mellitus type 2 (disorder)
Z79.4,Long term (current) use of insulin,44054006,Diabetes mellitus type 2 (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,44054006,Diabetes mellitus type 2 (disorder)
Z79.4,Long term (current) use of insulin,44054006,Diabetes mellitus type 2 (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,44054006,Diabetes mellitus type 2 (disorder)
Z79.4,Long term (current) use of insulin,44054006,Diabetes mellitus type 2 (disorder)
E11.69,Type 2 diabetes mellitus with other specified complication,44054006,Diabetes mellitus type 2 (disorder)
K52.9,"Noninfective gastroenteritis and colitis, unspecified",44054006,Diabetes mellitus type 2 (disorder)
Z79.4,Long term (current) use of insulin,44054006,Diabetes mellitus type 2 (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,44054006,Diabetes mellitus type 2 (disorder)
Z79.4,Long term (current) use of insulin,44054006,Diabetes mellitus type 2 (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,44054006,Diabetes mellitus type 2 (disorder)
E11.39,Type 2 diabetes mellitus with other diabetic ophthalmic complication,44054006,Diabetes mellitus type 2 (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,44054006,Diabetes mellitus type 2 (disorder)
H43.10,"Vitreous hemorrhage, unspecified eye",44054006,Diabetes mellitus type 2 (disorder)
E11.321,Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema,44054006,Diabetes mellitus type 2 (disorder)
E11.331,Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema,44054006,Diabetes mellitus type 2 (disorder)
E11.51,Type 2 diabetes mellitus with diabetic peripheral angiopathy without gangrene,44054006,Diabetes mellitus type 2 (disorder)
E11.69,Type 2 diabetes mellitus with other specified complication,44054006,Diabetes mellitus type 2 (disorder)
B35.1,Tinea unguium,44054006,Diabetes mellitus type 2 (disorder)
E11.42,Type 2 diabetes mellitus with diabetic polyneuropathy,44054006,Diabetes mellitus type 2 (disorder)
B35.1,Tinea unguium,44054006,Diabetes mellitus type 2 (disorder)
E11.69,Type 2 diabetes mellitus with other specified complication,44054006,Diabetes mellitus type 2 (disorder)
E11.52,Type 2 diabetes mellitus with diabetic peripheral angiopathy with gangrene,44054006,Diabetes mellitus type 2 (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,44054006,Diabetes mellitus type 2 (disorder)
Z79.4,Long term (current) use of insulin,44054006,Diabetes mellitus type 2 (disorder)
E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,44054006,Diabetes mellitus type 2 (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,44054006,Diabetes mellitus type 2 (disorder)
N18.2,"Chronic kidney disease, stage 2 (mild)",44054006,Diabetes mellitus type 2 (disorder)
Z79.4,Long term (current) use of insulin,44054006,Diabetes mellitus type 2 (disorder)
E11.36,Type 2 diabetes mellitus with diabetic cataract,44054006,Diabetes mellitus type 2 (disorder)
Z79.4,Long term (current) use of insulin,44054006,Diabetes mellitus type 2 (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,44054006,Diabetes mellitus type 2 (disorder)
E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,44054006,Diabetes mellitus type 2 (disorder)
N18.4,"Chronic kidney disease, stage 4 (severe)",44054006,Diabetes mellitus type 2 (disorder)
Z79.4,Long term (current) use of insulin,44054006,Diabetes mellitus type 2 (disorder)
E11.44,Type 2 diabetes mellitus with diabetic amyotrophy,44054006,Diabetes mellitus type 2 (disorder)
Z79.4,Long term (current) use of insulin,44054006,Diabetes mellitus type 2 (disorder)
E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,44054006,Diabetes mellitus type 2 (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,44054006,Diabetes mellitus type 2 (disorder)
N18.6,End stage renal disease,44054006,Diabetes mellitus type 2 (disorder)
Z99.2,Dependence on renal dialysis,44054006,Diabetes mellitus type 2 (disorder)
Z79.4,Long term (current) use of insulin,44054006,Diabetes mellitus type 2 (disorder)
E11.29,Type 2 diabetes mellitus with other diabetic kidney complication,44054006,Diabetes mellitus type 2 (disorder)
R80.9,"Proteinuria, unspecified",44054006,Diabetes mellitus type 2 (disorder)
Z79.4,Long term (current) use of insulin,44054006,Diabetes mellitus type 2 (disorder)
E11.44,Type 2 diabetes mellitus with diabetic amyotrophy,44054006,Diabetes mellitus type 2 (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,44054006,Diabetes mellitus type 2 (disorder)
Z79.4,Long term (current) use of insulin,44054006,Diabetes mellitus type 2 (disorder)
E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,44054006,Diabetes mellitus type 2 (disorder)
N18.5,"Chronic kidney disease, stage 5",44054006,Diabetes mellitus type 2 (disorder)
Z79.4,Long term (current) use of insulin,44054006,Diabetes mellitus type 2 (disorder)
E11.40,"Type 2 diabetes mellitus with diabetic neuropathy, unspecified",44054006,Diabetes mellitus type 2 (disorder)
Z79.4,Long term (current) use of insulin,44054006,Diabetes mellitus type 2 (disorder)
E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,44054006,Diabetes mellitus type 2 (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,44054006,Diabetes mellitus type 2 (disorder)
N18.5,"Chronic kidney disease, stage 5",44054006,Diabetes mellitus type 2 (disorder)
Z79.4,Long term (current) use of insulin,44054006,Diabetes mellitus type 2 (disorder)
E11.42,Type 2 diabetes mellitus with diabetic polyneuropathy,44054006,Diabetes mellitus type 2 (disorder)
Z79.4,Long term (current) use of insulin,44054006,Diabetes mellitus type 2 (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,44054006,Diabetes mellitus type 2 (disorder)
E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,44054006,Diabetes mellitus type 2 (disorder)
N18.6,End stage renal disease,44054006,Diabetes mellitus type 2 (disorder)
Z79.4,Long term (current) use of insulin,44054006,Diabetes mellitus type 2 (disorder)
Z99.2,Dependence on renal dialysis,44054006,Diabetes mellitus type 2 (disorder)
E11.00,Type 2 diabetes mellitus with hyperosmolarity without nonketotic hyperglycemic-hyperosmolar coma (NKHHC),44054006,Diabetes mellitus type 2 (disorder)
Z79.4,Long term (current) use of insulin,44054006,Diabetes mellitus type 2 (disorder)
E11.620,Type 2 diabetes mellitus with diabetic dermatitis,44054006,Diabetes mellitus type 2 (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,44054006,Diabetes mellitus type 2 (disorder)
Z79.4,Long term (current) use of insulin,44054006,Diabetes mellitus type 2 (disorder)
E11.52,Type 2 diabetes mellitus with diabetic peripheral angiopathy with gangrene,44054006,Diabetes mellitus type 2 (disorder)
Z79.4,Long term (current) use of insulin,44054006,Diabetes mellitus type 2 (disorder)
E11.628,Type 2 diabetes mellitus with other skin complications,44054006,Diabetes mellitus type 2 (disorder)
Z79.4,Long term (current) use of insulin,44054006,Diabetes mellitus type 2 (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,44054006,Diabetes mellitus type 2 (disorder)
E11.630,Type 2 diabetes mellitus with periodontal disease,44054006,Diabetes mellitus type 2 (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,44054006,Diabetes mellitus type 2 (disorder)
Z79.4,Long term (current) use of insulin,44054006,Diabetes mellitus type 2 (disorder)
E11.41,Type 2 diabetes mellitus with diabetic mononeuropathy,44054006,Diabetes mellitus type 2 (disorder)
Z79.4,Long term (current) use of insulin,44054006,Diabetes mellitus type 2 (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,44054006,Diabetes mellitus type 2 (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,44054006,Diabetes mellitus type 2 (disorder)
Z79.4,Long term (current) use of insulin,44054006,Diabetes mellitus type 2 (disorder)
E11.641,Type 2 diabetes mellitus with hypoglycemia with coma,44054006,Diabetes mellitus type 2 (disorder)
Z79.4,Long term (current) use of insulin,44054006,Diabetes mellitus type 2 (disorder)
E11.41,Type 2 diabetes mellitus with diabetic mononeuropathy,44054006,Diabetes mellitus type 2 (disorder)
Z79.4,Long term (current) use of insulin,44054006,Diabetes mellitus type 2 (disorder)
E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,44054006,Diabetes mellitus type 2 (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,44054006,Diabetes mellitus type 2 (disorder)
N18.4,"Chronic kidney disease, stage 4 (severe)",44054006,Diabetes mellitus type 2 (disorder)
Z79.4,Long term (current) use of insulin,44054006,Diabetes mellitus type 2 (disorder)
E11.51,Type 2 diabetes mellitus with diabetic peripheral angiopathy without gangrene,44054006,Diabetes mellitus type 2 (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,44054006,Diabetes mellitus type 2 (disorder)
Z79.4,Long term (current) use of insulin,44054006,Diabetes mellitus type 2 (disorder)
E11.8,Type 2 diabetes mellitus with unspecified complications,44054006,Diabetes mellitus type 2 (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,44054006,Diabetes mellitus type 2 (disorder)
Z79.4,Long term (current) use of insulin,44054006,Diabetes mellitus type 2 (disorder)
E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,44054006,Diabetes mellitus type 2 (disorder)
N18.1,"Chronic kidney disease, stage 1",44054006,Diabetes mellitus type 2 (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,44054006,Diabetes mellitus type 2 (disorder)
Z79.4,Long term (current) use of insulin,44054006,Diabetes mellitus type 2 (disorder)
E11.40,"Type 2 diabetes mellitus with diabetic neuropathy, unspecified",44054006,Diabetes mellitus type 2 (disorder)
Z79.4,Long term (current) use of insulin,44054006,Diabetes mellitus type 2 (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,44054006,Diabetes mellitus type 2 (disorder)
E11.42,Type 2 diabetes mellitus with diabetic polyneuropathy,44054006,Diabetes mellitus type 2 (disorder)
Z79.4,Long term (current) use of insulin,44054006,Diabetes mellitus type 2 (disorder)
E11.51,Type 2 diabetes mellitus with diabetic peripheral angiopathy without gangrene,44054006,Diabetes mellitus type 2 (disorder)
Z79.4,Long term (current) use of insulin,44054006,Diabetes mellitus type 2 (disorder)
E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,44054006,Diabetes mellitus type 2 (disorder)
N18.1,"Chronic kidney disease, stage 1",44054006,Diabetes mellitus type 2 (disorder)
Z79.4,Long term (current) use of insulin,44054006,Diabetes mellitus type 2 (disorder)
E11.620,Type 2 diabetes mellitus with diabetic dermatitis,44054006,Diabetes mellitus type 2 (disorder)
Z79.4,Long term (current) use of insulin,44054006,Diabetes mellitus type 2 (disorder)
E11.49,Type 2 diabetes mellitus with other diabetic neurological complication,44054006,Diabetes mellitus type 2 (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,44054006,Diabetes mellitus type 2 (disorder)
Z79.4,Long term (current) use of insulin,44054006,Diabetes mellitus type 2 (disorder)
E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,44054006,Diabetes mellitus type 2 (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,44054006,Diabetes mellitus type 2 (disorder)
Z79.4,Long term (current) use of insulin,44054006,Diabetes mellitus type 2 (disorder)
E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,44054006,Diabetes mellitus type 2 (disorder)
N18.6,End stage renal disease,44054006,Diabetes mellitus type 2 (disorder)
Z99.2,Dependence on renal dialysis,44054006,Diabetes mellitus type 2 (disorder)
Z79.4,Long term (current) use of insulin,44054006,Diabetes mellitus type 2 (disorder)
E11.59,Type 2 diabetes mellitus with other circulatory complications,44054006,Diabetes mellitus type 2 (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,44054006,Diabetes mellitus type 2 (disorder)
Z79.4,Long term (current) use of insulin,44054006,Diabetes mellitus type 2 (disorder)
E11.29,Type 2 diabetes mellitus with other diabetic kidney complication,44054006,Diabetes mellitus type 2 (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,44054006,Diabetes mellitus type 2 (disorder)
R80.9,"Proteinuria, unspecified",44054006,Diabetes mellitus type 2 (disorder)
Z79.4,Long term (current) use of insulin,44054006,Diabetes mellitus type 2 (disorder)
E11.43,Type 2 diabetes mellitus with diabetic autonomic (poly)neuropathy,44054006,Diabetes mellitus type 2 (disorder)
Z79.4,Long term (current) use of insulin,44054006,Diabetes mellitus type 2 (disorder)
E11.8,Type 2 diabetes mellitus with unspecified complications,44054006,Diabetes mellitus type 2 (disorder)
Z79.4,Long term (current) use of insulin,44054006,Diabetes mellitus type 2 (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,44054006,Diabetes mellitus type 2 (disorder)
Z79.4,Long term (current) use of insulin,44054006,Diabetes mellitus type 2 (disorder)
E11.610,Type 2 diabetes mellitus with diabetic neuropathic arthropathy,44054006,Diabetes mellitus type 2 (disorder)
Z79.4,Long term (current) use of insulin,44054006,Diabetes mellitus type 2 (disorder)
E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,44054006,Diabetes mellitus type 2 (disorder)
N18.30,"Chronic kidney disease, stage 3 unspecified",44054006,Diabetes mellitus type 2 (disorder)
E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,44054006,Diabetes mellitus type 2 (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,44054006,Diabetes mellitus type 2 (disorder)
N18.30,"Chronic kidney disease, stage 3 unspecified",44054006,Diabetes mellitus type 2 (disorder)
E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,44054006,Diabetes mellitus type 2 (disorder)
I12.9,"Hypertensive chronic kidney disease with stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease",44054006,Diabetes mellitus type 2 (disorder)
N18.32,"Chronic kidney disease, stage 3b",44054006,Diabetes mellitus type 2 (disorder)
E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,44054006,Diabetes mellitus type 2 (disorder)
I12.9,"Hypertensive chronic kidney disease with stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease",44054006,Diabetes mellitus type 2 (disorder)
N18.31,"Chronic kidney disease, stage 3a",44054006,Diabetes mellitus type 2 (disorder)
E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,44054006,Diabetes mellitus type 2 (disorder)
I12.9,"Hypertensive chronic kidney disease with stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease",44054006,Diabetes mellitus type 2 (disorder)
N18.30,"Chronic kidney disease, stage 3 unspecified",44054006,Diabetes mellitus type 2 (disorder)
E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,44054006,Diabetes mellitus type 2 (disorder)
E11.65,Type 2 diabetes mellitus with hyperglycemia,44054006,Diabetes mellitus type 2 (disorder)
N18.30,"Chronic kidney disease, stage 3 unspecified",44054006,Diabetes mellitus type 2 (disorder)
Z79.4,Long term (current) use of insulin,44054006,Diabetes mellitus type 2 (disorder)
E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,44054006,Diabetes mellitus type 2 (disorder)
N18.30,"Chronic kidney disease, stage 3 unspecified",44054006,Diabetes mellitus type 2 (disorder)
Z79.4,Long term (current) use of insulin,44054006,Diabetes mellitus type 2 (disorder)
E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,44054006,Diabetes mellitus type 2 (disorder)
N18.31,"Chronic kidney disease, stage 3a",44054006,Diabetes mellitus type 2 (disorder)
E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,44054006,Diabetes mellitus type 2 (disorder)
N18.32,"Chronic kidney disease, stage 3b",44054006,Diabetes mellitus type 2 (disorder)
E11.59,Type 2 diabetes mellitus with other circulatory complications,44054006,Diabetes mellitus type 2 (disorder)
I15.2,Hypertension secondary to endocrine disorders,44054006,Diabetes mellitus type 2 (disorder)
J32.9,"Chronic sinusitis, unspecified",36971009,Sinusitis (disorder)
B96.89,Other specified bacterial agents as the cause of diseases classified elsewhere,36971009,Sinusitis (disorder)
J11.1,Influenza due to unidentified influenza virus with other respiratory manifestations,36971009,Sinusitis (disorder)
J32.9,"Chronic sinusitis, unspecified",36971009,Sinusitis (disorder)
J30.9,"Allergic rhinitis, unspecified",36971009,Sinusitis (disorder)
J01.90,"Acute sinusitis, unspecified",36971009,Sinusitis (disorder)
J31.0,Chronic rhinitis,36971009,Sinusitis (disorder)
J32.9,"Chronic sinusitis, unspecified",36971009,Sinusitis (disorder)
J01.90,"Acute sinusitis, unspecified",75498004,Acute bacterial sinusitis (disorder)
B96.89,Other specified bacterial agents as the cause of diseases classified elsewhere,75498004,Acute bacterial sinusitis (disorder)
E78.3,Hyperchylomicronemia,302870006,Hypertriglyceridemia (disorder)
E78.1,Pure hyperglyceridemia,302870006,Hypertriglyceridemia (disorder)
E78.6,Lipoprotein deficiency,302870006,Hypertriglyceridemia (disorder)
E78.1,Pure hyperglyceridemia,302870006,Hypertriglyceridemia (disorder)
E11.69,Type 2 diabetes mellitus with other specified complication,302870006,Hypertriglyceridemia (disorder)
E78.1,Pure hyperglyceridemia,302870006,Hypertriglyceridemia (disorder)
E78.2,Mixed hyperlipidemia,302870006,Hypertriglyceridemia (disorder)
Z78.9,Other specified health status,302870006,Hypertriglyceridemia (disorder)
S06.0X0,Concussion without loss of consciousness,62106007,Concussion with no loss of consciousness (disorder)
E88.81,Metabolic syndrome,237602007,Metabolic syndrome X (disorder)
E88.81,Metabolic syndrome,237602007,Metabolic syndrome X (disorder)
R73.9,"Hyperglycemia, unspecified",237602007,Metabolic syndrome X (disorder)
R73.09,Other abnormal glucose,237602007,Metabolic syndrome X (disorder)
A41.89,Other specified sepsis,770349000,Sepsis caused by virus (disorder)
B97.89,Other viral agents as the cause of diseases classified elsewhere,770349000,Sepsis caused by virus (disorder)
I25.811,Atherosclerosis of native coronary artery of transplanted heart without angina pectoris,53741008,Coronary arteriosclerosis (disorder)
O99.413,"Diseases of the circulatory system complicating pregnancy, third trimester",53741008,Coronary arteriosclerosis (disorder)
I25.10,Atherosclerotic heart disease of native coronary artery without angina pectoris,53741008,Coronary arteriosclerosis (disorder)
I51.5,Myocardial degeneration,53741008,Coronary arteriosclerosis (disorder)
I25.10,Atherosclerotic heart disease of native coronary artery without angina pectoris,53741008,Coronary arteriosclerosis (disorder)
O99.411,"Diseases of the circulatory system complicating pregnancy, first trimester",53741008,Coronary arteriosclerosis (disorder)
I25.10,Atherosclerotic heart disease of native coronary artery without angina pectoris,53741008,Coronary arteriosclerosis (disorder)
I25.83,Coronary atherosclerosis due to lipid rich plaque,53741008,Coronary arteriosclerosis (disorder)
I50.32,Chronic diastolic (congestive) heart failure,53741008,Coronary arteriosclerosis (disorder)
I25.10,Atherosclerotic heart disease of native coronary artery without angina pectoris,53741008,Coronary arteriosclerosis (disorder)
I50.33,Acute on chronic diastolic (congestive) heart failure,53741008,Coronary arteriosclerosis (disorder)
I25.10,Atherosclerotic heart disease of native coronary artery without angina pectoris,53741008,Coronary arteriosclerosis (disorder)
I50.30,Unspecified diastolic (congestive) heart failure,53741008,Coronary arteriosclerosis (disorder)
I25.10,Atherosclerotic heart disease of native coronary artery without angina pectoris,53741008,Coronary arteriosclerosis (disorder)
I25.111,Atherosclerotic heart disease of native coronary artery with angina pectoris with documented spasm,53741008,Coronary arteriosclerosis (disorder)
I25.751,Atherosclerosis of native coronary artery of transplanted heart with angina pectoris with documented spasm,53741008,Coronary arteriosclerosis (disorder)
I25.110,Atherosclerotic heart disease of native coronary artery with unstable angina pectoris,53741008,Coronary arteriosclerosis (disorder)
I25.750,Atherosclerosis of native coronary artery of transplanted heart with unstable angina,53741008,Coronary arteriosclerosis (disorder)
I25.759,Atherosclerosis of native coronary artery of transplanted heart with unspecified angina pectoris,53741008,Coronary arteriosclerosis (disorder)
I25.119,Atherosclerotic heart disease of native coronary artery with unspecified angina pectoris,53741008,Coronary arteriosclerosis (disorder)
I50.31,Acute diastolic (congestive) heart failure,53741008,Coronary arteriosclerosis (disorder)
I25.10,Atherosclerotic heart disease of native coronary artery without angina pectoris,53741008,Coronary arteriosclerosis (disorder)
O99.412,"Diseases of the circulatory system complicating pregnancy, second trimester",53741008,Coronary arteriosclerosis (disorder)
I25.10,Atherosclerotic heart disease of native coronary artery without angina pectoris,53741008,Coronary arteriosclerosis (disorder)
Q24.5,Malformation of coronary vessels,53741008,Coronary arteriosclerosis (disorder)
I25.810,Atherosclerosis of coronary artery bypass graft(s) without angina pectoris,53741008,Coronary arteriosclerosis (disorder)
I25.10,Atherosclerotic heart disease of native coronary artery without angina pectoris,53741008,Coronary arteriosclerosis (disorder)
I25.2,Old myocardial infarction,53741008,Coronary arteriosclerosis (disorder)
Z03.89,Encounter for observation for other suspected diseases and conditions ruled out,53741008,Coronary arteriosclerosis (disorder)
I50.20,Unspecified systolic (congestive) heart failure,53741008,Coronary arteriosclerosis (disorder)
I25.10,Atherosclerotic heart disease of native coronary artery without angina pectoris,53741008,Coronary arteriosclerosis (disorder)
O99.419,"Diseases of the circulatory system complicating pregnancy, unspecified trimester",53741008,Coronary arteriosclerosis (disorder)
I25.10,Atherosclerotic heart disease of native coronary artery without angina pectoris,53741008,Coronary arteriosclerosis (disorder)
I25.10,Atherosclerotic heart disease of native coronary artery without angina pectoris,53741008,Coronary arteriosclerosis (disorder)
I25.83,Coronary atherosclerosis due to lipid rich plaque,53741008,Coronary arteriosclerosis (disorder)
I25.118,Atherosclerotic heart disease of native coronary artery with other forms of angina pectoris,53741008,Coronary arteriosclerosis (disorder)
I25.758,Atherosclerosis of native coronary artery of transplanted heart with other forms of angina pectoris,53741008,Coronary arteriosclerosis (disorder)
I82.402,Acute embolism and thrombosis of unspecified deep veins of left lower extremity,132281000119108,Acute deep venous thrombosis (disorder)
I82.401,Acute embolism and thrombosis of unspecified deep veins of right lower extremity,132281000119108,Acute deep venous thrombosis (disorder)
I82.B19,Acute embolism and thrombosis of unspecified subclavian vein,132281000119108,Acute deep venous thrombosis (disorder)
I82.B11,Acute embolism and thrombosis of right subclavian vein,132281000119108,Acute deep venous thrombosis (disorder)
I82.B12,Acute embolism and thrombosis of left subclavian vein,132281000119108,Acute deep venous thrombosis (disorder)
I82.C11,Acute embolism and thrombosis of right internal jugular vein,132281000119108,Acute deep venous thrombosis (disorder)
I82.C12,Acute embolism and thrombosis of left internal jugular vein,132281000119108,Acute deep venous thrombosis (disorder)
I82.C19,Acute embolism and thrombosis of unspecified internal jugular vein,132281000119108,Acute deep venous thrombosis (disorder)
I82.409,Acute embolism and thrombosis of unspecified deep veins of unspecified lower extremity,132281000119108,Acute deep venous thrombosis (disorder)
I82.90,Acute embolism and thrombosis of unspecified vein,132281000119108,Acute deep venous thrombosis (disorder)
I82.B13,"Acute embolism and thrombosis of subclavian vein, bilateral",132281000119108,Acute deep venous thrombosis (disorder)
I82.C13,"Acute embolism and thrombosis of internal jugular vein, bilateral",132281000119108,Acute deep venous thrombosis (disorder)
I82.429,Acute embolism and thrombosis of unspecified iliac vein,132281000119108,Acute deep venous thrombosis (disorder)
I82.403,"Acute embolism and thrombosis of unspecified deep veins of lower extremity, bilateral",132281000119108,Acute deep venous thrombosis (disorder)
I26.90,Septic pulmonary embolism without acute cor pulmonale,706870000,Acute pulmonary embolism (disorder)
I26.99,Other pulmonary embolism without acute cor pulmonale,706870000,Acute pulmonary embolism (disorder)
I26.09,Other pulmonary embolism with acute cor pulmonale,706870000,Acute pulmonary embolism (disorder)
I26.92,Saddle embolus of pulmonary artery without acute cor pulmonale,706870000,Acute pulmonary embolism (disorder)
I26.02,Saddle embolus of pulmonary artery with acute cor pulmonale,706870000,Acute pulmonary embolism (disorder)
I26.01,Septic pulmonary embolism with acute cor pulmonale,706870000,Acute pulmonary embolism (disorder)
G43.719,"Chronic migraine without aura, intractable, without status migrainosus",124171000119105,Chronic intractable migraine without aura (disorder)
G43.709,"Chronic migraine without aura, not intractable, without status migrainosus",124171000119105,Chronic intractable migraine without aura (disorder)
G43.71,"Chronic migraine without aura, intractable",124171000119105,Chronic intractable migraine without aura (disorder)
K36,Other appendicitis,74400008,Appendicitis (disorder)
K35.891,"Other acute appendicitis without perforation, with gangrene",74400008,Appendicitis (disorder)
K35.33,"Acute appendicitis with perforation and localized peritonitis, with abscess",74400008,Appendicitis (disorder)
K37,Unspecified appendicitis,74400008,Appendicitis (disorder)
A42.1,Abdominal actinomycosis,74400008,Appendicitis (disorder)
Z90.49,Acquired absence of other specified parts of digestive tract,428251008,History of appendectomy (situation)
Z09,Encounter for follow-up examination after completed treatment for conditions other than malignant neoplasm,428251008,History of appendectomy (situation)
K01.1,Impacted teeth,196416002,Impacted molars (disorder)
U07.1,COVID-19,230690007,Cerebrovascular accident (disorder)
I63.9,"Cerebral infarction, unspecified",230690007,Cerebrovascular accident (disorder)
I63.9,"Cerebral infarction, unspecified",230690007,Cerebrovascular accident (disorder)
R44.9,Unspecified symptoms and signs involving general sensations and perceptions,230690007,Cerebrovascular accident (disorder)
I63.9,"Cerebral infarction, unspecified",230690007,Cerebrovascular accident (disorder)
I63.81,Other cerebral infarction due to occlusion or stenosis of small artery,230690007,Cerebrovascular accident (disorder)
I63.9,"Cerebral infarction, unspecified",230690007,Cerebrovascular accident (disorder)
R53.1,Weakness,230690007,Cerebrovascular accident (disorder)
I63.9,"Cerebral infarction, unspecified",230690007,Cerebrovascular accident (disorder)
R47.1,Dysarthria and anarthria,230690007,Cerebrovascular accident (disorder)
I63.9,"Cerebral infarction, unspecified",230690007,Cerebrovascular accident (disorder)
F06.30,"Mood disorder due to known physiological condition, unspecified",230690007,Cerebrovascular accident (disorder)
I63.9,"Cerebral infarction, unspecified",230690007,Cerebrovascular accident (disorder)
R29.810,Facial weakness,230690007,Cerebrovascular accident (disorder)
I63.9,"Cerebral infarction, unspecified",230690007,Cerebrovascular accident (disorder)
R27.9,Unspecified lack of coordination,230690007,Cerebrovascular accident (disorder)
I63.9,"Cerebral infarction, unspecified",230690007,Cerebrovascular accident (disorder)
F07.0,Personality change due to known physiological condition,230690007,Cerebrovascular accident (disorder)
I63.9,"Cerebral infarction, unspecified",230690007,Cerebrovascular accident (disorder)
F06.31,Mood disorder due to known physiological condition with depressive features,230690007,Cerebrovascular accident (disorder)
I63.9,"Cerebral infarction, unspecified",230690007,Cerebrovascular accident (disorder)
